y,u1,u2,u3,u4
0,0.525459591,-0.502701287,-0.037179534,-0.474995979
0,0.523149833,-0.49973909,-0.099505158,-0.460406608
0,0.518571072,-0.49449398,-0.183168846,-0.439941194
0,0.510916216,-0.486658997,-0.262780645,-0.418457787
0,0.496851203,-0.473463649,-0.33150521,-0.395365084
0,0.493850994,-0.470746675,-0.339929877,-0.391760025
0,0.489415941,-0.467818548,-0.292084581,-0.399669235
0,0.484766242,-0.464745618,-0.242210903,-0.407904969
0,0.478152242,-0.460376741,-0.173335195,-0.41929438
0,0.470893731,-0.455597177,-0.103243563,-0.430957738
0,0.463614538,-0.450848727,-0.044714491,-0.440905951
0,0.463060657,-0.450491441,-0.041138888,-0.441534662
0,0.4583458,-0.44579702,-0.092497259,-0.428354732
0,0.454539567,-0.441891803,-0.141241484,-0.416167537
0,0.449169272,-0.436381285,-0.206872893,-0.399476486
0,0.441453367,-0.428722012,-0.276274701,-0.380340522
0,0.432947007,-0.420634856,-0.321963514,-0.36536384
0,0.431230386,-0.420079065,-0.269597728,-0.375748098
0,0.429437629,-0.41947188,-0.215683197,-0.386381569
0,0.426965779,-0.418730612,-0.136203748,-0.402182038
0,0.425067415,-0.418583454,-0.054195067,-0.419062134
0,0.425149689,-0.420206944,0.022515985,-0.436499345
0,0.425973466,-0.421346567,0.040579798,-0.441302038
0,0.426504345,-0.421742691,0.028496571,-0.439480122
0,0.427469351,-0.422431675,0.011230679,-0.436823874
0,0.429446884,-0.423826741,-0.020391874,-0.431931172
0,0.431928008,-0.425577723,-0.056658502,-0.426343397
0,0.433593088,-0.426766276,-0.079166608,-0.422931822
0,0.434044754,-0.426824042,-0.102358083,-0.418397113
0,0.434169789,-0.426661483,-0.12096964,-0.414599765
0,0.433616865,-0.425886101,-0.141599765,-0.409972966
0,0.43159236,-0.423980756,-0.154700513,-0.406112964
0,0.43378878,-0.427312847,-0.075832475,-0.424813765
0,0.436048861,-0.430687782,0.00164632,-0.443290594
0,0.440011079,-0.436142281,0.109206201,-0.469631981
0,0.446419352,-0.443866982,0.217394436,-0.498086668
0,0.458648536,-0.456810884,0.317997432,-0.529514028
0,0.466313871,-0.464375547,0.349468325,-0.54234744
0,0.475354193,-0.473526031,0.402928957,-0.560856815
0,0.485048391,-0.483117421,0.447786639,-0.577980614
0,0.55680128,-0.548507834,0.456287463,-0.634466887
0,0.562478207,-0.551923206,0.349470635,-0.61592681
0,0.570310699,-0.556588965,0.199057759,-0.589707313
0,0.574671398,-0.558400884,-0.115632072,-0.535381296
0,0.570800464,-0.55441724,-0.172046221,-0.521846519
0,0.566928073,-0.550432693,-0.229222221,-0.508189349
0,0.560615544,-0.544061863,-0.313095732,-0.48783255
0,0.551762567,-0.535493403,-0.401014745,-0.465254462
0,0.537078294,-0.521987342,-0.488100638,-0.439553229
0,0.532366751,-0.517772386,-0.506080413,-0.433295274
0,0.527973753,-0.514884284,-0.467275211,-0.439786996
0,0.523413365,-0.511883257,-0.425926936,-0.446688096
0,0.516484438,-0.507325934,-0.363498206,-0.457117541
0,0.50892849,-0.502372417,-0.299510108,-0.467884966
0,0.501001689,-0.497224068,-0.243676072,-0.477519316
0,0.499516131,-0.496270826,-0.235653624,-0.478969529
0,0.497763414,-0.495715065,-0.204071802,-0.486087023
0,0.496700298,-0.495624462,-0.180284797,-0.491949526
0,0.496362805,-0.496388577,-0.157348967,-0.498860093
0,0.497993476,-0.498788416,-0.148548503,-0.504494527
0,0.499216817,-0.500168182,-0.149676001,-0.506112328
0,0.501559313,-0.502741433,-0.143550344,-0.510320668
0,0.504208456,-0.505521458,-0.139858476,-0.514136919
0,0.50898877,-0.51034795,-0.138305461,-0.519584283
0,0.515294091,-0.516541624,-0.141612644,-0.525347353
0,0.515308271,-0.51575487,-0.201660287,-0.513096678
0,0.515214565,-0.514895383,-0.260282094,-0.501075691
0,0.514484714,-0.513187425,-0.341811301,-0.484006307
0,0.512080762,-0.510057303,-0.422830885,-0.46606881
0,0.505676877,-0.503640093,-0.495653435,-0.447540513
0,0.504313906,-0.502376224,-0.503730838,-0.445122608
0,0.498993731,-0.497790533,-0.51457718,-0.440142322
0,0.492919285,-0.492696105,-0.517226671,-0.436481903
0,0.483323211,-0.48476405,-0.515212424,-0.43207333
0,0.471557553,-0.475078519,-0.513527629,-0.426671105
0,0.465564352,-0.469702734,-0.536727358,-0.418611607
0,0.459583413,-0.46433532,-0.560021495,-0.410537233
0,0.449919417,-0.45569878,-0.593863314,-0.398219108
0,0.436876322,-0.444150097,-0.628125965,-0.383780498
0,0.430159306,-0.438244967,-0.640975167,-0.377254033
0,0.422924656,-0.430963156,-0.703262095,-0.359434802
0,0.415538112,-0.423579019,-0.762719342,-0.342071564
0,0.316961204,-0.337454324,-0.731409354,-0.283431547
0,0.300768454,-0.324391067,-0.661014164,-0.287821126
0,0.300376597,-0.32594629,-0.550381299,-0.311535551
0,0.300459127,-0.327821441,-0.44543424,-0.334334352
0,0.301839408,-0.331477653,-0.304008836,-0.365944155
0,0.306030813,-0.337601953,-0.165056501,-0.399010964
0,0.316481721,-0.349150547,-0.035233272,-0.434507324
0,0.332394022,-0.363306252,-0.035792507,-0.445519002
0,0.336982766,-0.366256116,-0.101249875,-0.434508639
0,0.34420781,-0.37090716,-0.201190605,-0.417696293
0,0.352281128,-0.376083407,-0.308432124,-0.399555986
0,0.360812243,-0.381468853,-0.415228511,-0.381164043
0,0.364374986,-0.383645412,-0.456772723,-0.373739937
0,0.363745931,-0.381480228,-0.539662632,-0.354747196
0,0.362493978,-0.378894934,-0.614595615,-0.337035705
0,0.359102534,-0.37391467,-0.712159048,-0.312592998
0,0.33096613,-0.346609044,-0.784738366,-0.273895647
0,0.328617773,-0.346049613,-0.688713245,-0.292679411
0,0.325278939,-0.345354002,-0.548546802,-0.320295486
0,0.322560048,-0.345386044,-0.401921689,-0.349955407
0,0.322242152,-0.347700503,-0.253918467,-0.381987602
0,0.325599361,-0.352290816,-0.169042855,-0.40319736
0,0.326899681,-0.353199408,-0.189642162,-0.399983088
0,0.328875841,-0.354563921,-0.218282994,-0.395474256
0,0.332624059,-0.357140716,-0.268762138,-0.387504497
0,0.337496009,-0.360487364,-0.32807809,-0.37815039
0,0.343435432,-0.364580351,-0.387725637,-0.368827988
0,0.347559153,-0.369101097,-0.331210545,-0.383568514
0,0.351595444,-0.373562764,-0.272963942,-0.398587469
0,0.357988824,-0.380523544,-0.187374341,-0.420957886
0,0.366866157,-0.38976127,-0.097091739,-0.446034873
0,0.381619416,-0.404203826,-0.008435172,-0.474876803
0,0.387748135,-0.40998823,0.013887466,-0.483824386
0,0.39108831,-0.411833458,-0.050646043,-0.472111447
0,0.394585186,-0.413784419,-0.117402088,-0.460040786
0,0.399740791,-0.416636842,-0.216758853,-0.442016117
0,0.404850504,-0.419326833,-0.321037696,-0.42277246
0,0.408908172,-0.421026206,-0.423625971,-0.40288943
0,0.409639606,-0.420869225,-0.464129569,-0.3942585
0,0.41100184,-0.422399712,-0.440171734,-0.400099662
0,0.411877258,-0.423601756,-0.410718564,-0.406825361
0,0.412786725,-0.425175621,-0.360985203,-0.417947832
0,0.413961167,-0.427161654,-0.305008018,-0.430832867
0,0.416649729,-0.43058659,-0.252318003,-0.444543407
0,0.420011444,-0.434770517,-0.186762238,-0.461314432
0,0.423686014,-0.439165381,-0.126068016,-0.47730246
0,0.430254097,-0.446551048,-0.04564943,-0.499836727
0,0.440270524,-0.456982403,0.028376173,-0.523676328
0,0.45745459,-0.473670245,0.086926429,-0.549636314
0,0.459517635,-0.475615656,0.090780093,-0.552053337
0,0.463006608,-0.477279202,-0.003485399,-0.534638771
0,0.466601465,-0.479014219,-0.098453994,-0.51711115
0,0.470984964,-0.481041479,-0.218653803,-0.494743672
0,0.474872413,-0.482491804,-0.345463459,-0.470525872
0,0.476359874,-0.481891635,-0.464385416,-0.446177808
0,0.475602075,-0.480660324,-0.498489676,-0.438350922
0,0.471695281,-0.475644732,-0.590508052,-0.415814355
0,0.467155333,-0.470202141,-0.674479331,-0.394573653
0,0.458637648,-0.460758569,-0.786285952,-0.364576421
0,0.368543828,-0.382408047,-0.714252224,-0.31914913
0,0.351484022,-0.368991455,-0.631043752,-0.326352899
0,0.345573372,-0.364231006,-0.610185568,-0.327202011
0,0.341456352,-0.361677331,-0.553102104,-0.337117296
0,0.337977495,-0.359554147,-0.503274197,-0.345864512
0,0.333894734,-0.357154803,-0.440313454,-0.357151742
0,0.331279881,-0.355834551,-0.388608401,-0.366915266
0,0.331381589,-0.356476723,-0.356709473,-0.373911623
0,0.327210945,-0.350610242,-0.482238219,-0.34379695
0,0.323098202,-0.344782968,-0.607163244,-0.313779939
0,0.316492904,-0.33577902,-0.783978504,-0.270557672
0,0.237232098,-0.264435608,-0.655685597,-0.233210942
0,0.229615033,-0.260828291,-0.443547777,-0.272330124
0,0.226638918,-0.260768933,-0.269021812,-0.306748106
0,0.224356881,-0.257953475,-0.308368947,-0.296273366
0,0.222878796,-0.255680434,-0.357598939,-0.284207878
0,0.221476208,-0.252851166,-0.43785313,-0.265177827
0,0.219894826,-0.249474494,-0.532066344,-0.242515706
0,0.216394786,-0.243966853,-0.631068416,-0.216367827
0,0.213718926,-0.240553547,-0.66549906,-0.205606678
0,0.211010297,-0.237556462,-0.669263718,-0.201204584
0,0.207740998,-0.234181235,-0.663936024,-0.19826649
0,0.201782764,-0.228289575,-0.644231173,-0.195363404
0,0.193643034,-0.22039952,-0.612384451,-0.192705675
0,0.189275243,-0.216163023,-0.596083138,-0.191144026
0,0.181359631,-0.208421704,-0.569231702,-0.187674176
0,0.173888128,-0.200980351,-0.549103668,-0.183123167
0,0.166720278,-0.193703142,-0.533658431,-0.177686236
0,0.165112345,-0.192053253,-0.530504817,-0.176359963
0,0.163579009,-0.190913689,-0.486823714,-0.183050616
0,0.162203853,-0.18988084,-0.444854337,-0.189465733
0,0.160692755,-0.18870189,-0.388214283,-0.198066079
0,0.160080991,-0.188084872,-0.332092851,-0.206437691
0,0.160952378,-0.188468032,-0.293667746,-0.211959334
0,0.164147899,-0.192182334,-0.215608878,-0.229583061
0,0.167639241,-0.196096111,-0.141131145,-0.246630003
0,0.173920018,-0.202742176,-0.037387961,-0.271148116
0,0.183459655,-0.212126165,0.065244427,-0.297238025
0,0.200250715,-0.227562497,0.162573933,-0.326240076
0,0.207170219,-0.233710951,0.186505445,-0.334896926
0,0.211465827,-0.235821495,0.111523211,-0.320271375
0,0.215946994,-0.238057262,0.034666607,-0.305344226
0,0.222012501,-0.241032802,-0.069013952,-0.285031203
0,0.228161364,-0.243797659,-0.176742506,-0.263200405
0,0.233134174,-0.245259982,-0.275364475,-0.241183406
0,0.234118946,-0.244919003,-0.305563624,-0.233059697
0,0.235058611,-0.245225003,-0.296680565,-0.233425718
0,0.235253799,-0.245028802,-0.279194807,-0.235176707
0,0.234608274,-0.2440677,-0.242217823,-0.239423763
0,0.233117443,-0.242395533,-0.193988893,-0.245025238
0,0.232012565,-0.241145599,-0.162916429,-0.248390061
0,0.234282091,-0.244265041,-0.075424498,-0.267629109
0,0.236744923,-0.247514802,0.008653986,-0.286318369
0,0.24128266,-0.253002905,0.125196976,-0.312955106
0,0.248646744,-0.260933929,0.240959469,-0.341206328
0,0.262562126,-0.274432382,0.350352576,-0.372157094
0,0.270365964,-0.281607451,0.383557655,-0.38370229
0,0.270304333,-0.278491936,0.218272566,-0.34711943
0,0.270353302,-0.275451194,0.052384673,-0.310440055
0,0.269800472,-0.271091059,-0.152502792,-0.264518418
0,0.267018069,-0.264296041,-0.373247802,-0.213023571
0,0.258484613,-0.252040473,-0.594044842,-0.156390498
0,0.24131641,-0.232894942,-0.749714601,-0.106786143
0,0.233411499,-0.225611437,-0.729410553,-0.103724415
0,0.224445757,-0.217612409,-0.6958108,-0.102803452
0,0.209876537,-0.204869635,-0.632711624,-0.103504482
0,0.191181269,-0.188641135,-0.551876652,-0.104781805
0,0.166588588,-0.167121734,-0.462450734,-0.103183163
0,0.16183581,-0.162913661,-0.448378526,-0.102197649
0,0.155794947,-0.158774818,-0.351272426,-0.117623513
0,0.150249665,-0.154970297,-0.261036209,-0.131943452
0,0.143420353,-0.150270202,-0.146152632,-0.150135916
0,0.137474568,-0.146143184,-0.035880918,-0.167511472
0,0.133965809,-0.143613987,0.060383246,-0.182482132
0,0.133868046,-0.143501159,0.077967974,-0.185160871
0,0.13637316,-0.146538494,0.152744596,-0.201570826
0,0.139510372,-0.150002166,0.220971781,-0.216926178
0,0.1457794,-0.156327797,0.312163582,-0.23840966
0,0.155913135,-0.165752077,0.398218937,-0.260661184
0,0.174073823,-0.181642662,0.476080301,-0.28500505
0,0.177855184,-0.184871014,0.486248085,-0.288840142
0,0.186615875,-0.191695651,0.475719651,-0.290113265
0,0.195738215,-0.19876419,0.461920305,-0.290859609
0,0.209482564,-0.209405046,0.442333371,-0.292148431
0,0.226657858,-0.222771048,0.427969503,-0.295610538
0,0.238273309,-0.231892275,0.427452336,-0.299698417
0,0.24559157,-0.237281498,0.412222245,-0.298714363
0,0.252480599,-0.242381127,0.401177391,-0.298403951
0,0.262639348,-0.249968074,0.392891329,-0.299451306
0,0.274062015,-0.258631018,0.397926426,-0.303367925
0,0.278455973,-0.262008922,0.404149791,-0.305712327
0,0.28235397,-0.264627499,0.393988349,-0.304040758
0,0.28591511,-0.267018832,0.386086115,-0.302732888
0,0.290871683,-0.270344881,0.379378706,-0.301595803
0,0.296066167,-0.273825958,0.381547517,-0.301869902
0,0.297712162,-0.274927649,0.384920361,-0.302384649
0,0.300909671,-0.278174012,0.433568379,-0.313750937
0,0.304097941,-0.281414074,0.481550379,-0.325009786
0,0.309384644,-0.286668199,0.549658495,-0.341450558
0,0.317105286,-0.293994145,0.61817198,-0.359351527
0,0.329028025,-0.30475136,0.676628687,-0.377569214
0,0.339379548,-0.313849222,0.706201172,-0.389191986
0,0.350516958,-0.323476996,0.725790315,-0.3992068
0,0.367446985,-0.337954684,0.744241695,-0.412095847
0,0.377205463,-0.346264575,0.752406091,-0.419013558
0,0.383895314,-0.351529673,0.735019735,-0.418655211
0,0.390484777,-0.356726994,0.718779361,-0.418481166
0,0.400408559,-0.364608783,0.698863879,-0.419127468
0,0.41213729,-0.374064116,0.686316793,-0.422114904
0,0.417957218,-0.378829454,0.685275427,-0.424670431
0,0.423653161,-0.383993289,0.710405547,-0.433003635
0,0.429194054,-0.389052432,0.736226235,-0.441447697
0,0.438033072,-0.397125719,0.774430471,-0.454446289
0,0.449812209,-0.407791709,0.812698091,-0.469432199
0,0.457138777,-0.414361586,0.829116726,-0.477356011
0,0.45818189,-0.413790872,0.74735776,-0.460058842
0,0.459149392,-0.413169216,0.666253915,-0.442867352
0,0.460022465,-0.411825665,0.551032864,-0.418047769
0,0.459446542,-0.409098442,0.43370317,-0.391570711
0,0.455091056,-0.402957022,0.320968109,-0.363028076
